School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,School_Type,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,ADA_Accessible,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,School_Latitude,School_Longitude,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Location
609908,3250,23131,ESMOND,Esmond Elementary School,Neighborhood,ES,N,Y,Y,Y,"Esmond service students in Grades Pre-K-8th while implementing research-based instruction. We also offer educational programs for grades 6th - 8th in our International Baccalaureate Middile Years Program (I.B.M.Y.P.) Students are eligible to participate in after-school programs designed to strengthen reading, math, and science as we promote critical thinking skills and prepare all students to become college and career ready. Through 21st Century Community Partnership, we also offer educational programs to further develop social skills, such as hip hop dance, hair braiding, cheerleading, African Dance / Drums, cooking skills and world cuisine, line dancing for adults, multi media / library and science / math club, martial arts and numerous sports activities.",Principal,Angela Rene Tucker,Other,Mr. Edwin B. Mason,1865 W MONTVALE AVE,Chicago,Illinois,60643,7735352650,7735352676,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609908,http://www.esmond.cps.edu,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",277,251,48,2,274,2,1,0,0,0,0,0,0,0,There are 277 students enrolled at ESMOND.  90.6% are Low Income Students.  17.3% are Diverse Learners.  0.7% are Limited English Learners.,The largest demographic at ESMOND is Black.  This demographic makes up 98.9% of the student population.  The second greatest demographic is Hispanic at 0.7%.,No/unknown accessibility,Y,Half Day,Full Day,07:45 AM-02:45 PM,NA,3:00 p.m. - 5:00 p.m.,7:45 a.m.,NA,NA,NA,Y,NA,NA,NA,NA,NA,112,Red,Rock Island District (RI),41.68942,-87.669159,NA,18.4,NA,57.9,NA,73.5,Level 2+,Good Standing,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1865 W MONTVALE AVE
Chicago, Illinois 60643
(41.68942, -87.669159)"
609837,2630,22551,CARNEGIE,Andrew Carnegie Elementary School,Regional gifted center,ES,N,Y,Y,Y,Andrew Carnegie is a regional gifted center and a community school recognized for its academic excellence.  Carnegie partners with the Woodlawn Childrens’ Promise Community and the University of Chicago to provide a wide range of tutoring and social services to the families in the Carnegie Community.,Principal,Docilla Pollard,Assistant Principal,Shirley Roberson,1414 E 61ST PL,Chicago,Illinois,60637,7735350530,7735350525,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609837,http://www.carnegie.cps.edu,NA,https://twitter.com/acscougars,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",636,504,59,2,622,9,2,1,0,0,0,1,1,0,There are 636 students enrolled at CARNEGIE.  79.2% are Low Income Students.  9.3% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at CARNEGIE is Black.  This demographic makes up 97.8% of the student population.  The second greatest demographic is Hispanic at 1.4%.,No/unknown accessibility,Y,Full Day,Full Day,08:45 AM-03:45 PM,NA,3:45 pm - 5:00 PM,8:30 am,Spanish,NA,NA,Y,NA,NA,NA,NA,NA,"59, 63",NA,Metra Electric District (ME),41.783368,-87.590795,NA,18.4,NA,57.9,NA,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that provide an accelerated instructional program that place an emphasis on thinking, reasoning, problem solving and creativity. Acceptance based on application and entrance exam.",School Year 2016-2017,Gifted Coordinator,Argia Watson,School Counselor,Arma Adams,NA,NA,NA,NA,NA,NA,"1414 E 61ST PL
Chicago, Illinois 60637
(41.783368, -87.590795)"
610145,5600,25111,REINBERG,Peter A Reinberg Elementary School,Neighborhood,ES,N,Y,Y,Y,"Reinberg strives to deliver a superior education to all students with a very dedicated, committed, and experienced staff. We offer both a high-quality bilingual program services and inclusive opportunities for every child. Reinberg offers before- and after-school programs that include reading and math tutoring, music enrichment, athletics, and recreational activities.",Principal,Edwin Howat Loch,Assistant Principal,Ms. Kimberly Davis,3425 N MAJOR AVE,Chicago,Illinois,60634,7735343465,7735343798,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610145,http://www.reinberg.cps.edu,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",798,605,162,314,19,579,153,26,6,0,0,14,1,0,There are 798 students enrolled at REINBERG.  75.8% are Low Income Students.  20.3% are Diverse Learners.  39.3% are Limited English Learners.,The largest demographic at REINBERG is Hispanic.  This demographic makes up 72.6% of the student population.  The second greatest demographic is White at 19.2%.,Generally accessible,Y,Half Day,Full Day,09:00 AM-04:00 PM,NA,04:00 PM- 05:15 PM,08:45 AM,"Polish, Spanish",Y,NA,Y,Y,Y,Y,NA,NA,"77, 85, 152",NA,NA,41.943019,-87.768983,NA,18.4,NA,57.9,NA,73.5,Level 2+,Good Standing,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3425 N MAJOR AVE
Chicago, Illinois 60634
(41.943019, -87.768983)"
610005,4110,23901,HUGHES C,Charles Evans Hughes Elementary School,Neighborhood,ES,N,Y,Y,Y,"As a neighborhood school, Hughes’ primary focus is academic excellence for all students. Hughes provides comprehensive instructional programs in the core subjects, multiple after- school programs, Saturday School, and various sports programs. Hughes also partners with several agencies to provide various services and resources for our students and the community.",Principal,Lucille Marie Howard,Assistant Principal,Latrice Lawanda Whitfield,4247 W 15TH ST,Chicago,Illinois,60623,7735341762,7735341715,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610005,http://hughesce.cps.edu/,NA,https://twitter.com/charlesevanshu4,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",248,226,35,0,240,4,0,0,0,0,0,0,4,0,There are 248 students enrolled at HUGHES C.  91.1% are Low Income Students.  14.1% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at HUGHES C is Black.  This demographic makes up 96.8% of the student population.  The second greatest demographic is Hispanic at 1.6%.,No/unknown accessibility,Y,Half Day,Full Day,08:15 AM-03:15 PM,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,NA,NA,"18, 53",NA,NA,41.860518,-87.731777,NA,18.4,NA,57.9,NA,73.5,Level 2+,Good Standing,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4247 W 15TH ST
Chicago, Illinois 60623
(41.860518, -87.731777)"
610143,5580,25091,REAVIS,William C Reavis Math & Science Specialty ES,Neighborhood,ES,N,Y,Y,Y,Reavis Elementary School bases its instructional focus on ensuring that our students are provided with an educational program that will enable them to become lifelong learners and contributing members to their respective communities. The school connects the students to a number of activities including Expeditionary Learning Outward Bound and ELEV8 Enrichment Programs.,Principal,Gail King,Other,Ms. Denitra Griffin,834 E 50TH ST,Chicago,Illinois,60615,7735351060,7735351032,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610143,http://www.reaviselementaryschool.org/,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",257,219,43,5,251,0,3,1,0,0,0,1,1,0,There are 257 students enrolled at REAVIS.  85.2% are Low Income Students.  16.7% are Diverse Learners.  1.9% are Limited English Learners.,The largest demographic at REAVIS is Black.  This demographic makes up 97.7% of the student population.  The second greatest demographic is White at 1.2%.,No/unknown accessibility,Y,Half Day,Full Day,08:45 AM-03:45 PM,NA,NA,NA,NA,NA,NA,Y,Y,Y,NA,NA,NA,"4, 47",NA,NA,41.804174,-87.604925,NA,18.4,NA,57.9,NA,73.5,Level 2+,Provisional Support,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"834 E 50TH ST
Chicago, Illinois 60615
(41.804174, -87.604925)"
610405,6340,26881,SUDER,Suder Montessori Magnet ES,Magnet,ES,N,Y,Y,Y,"Suder Montessori Magnet School serves students in traditional grades preschool-Grade 8. The Montessori curriculum presents an integrated approach that unifies separate branches of the curriculum. Montessori classrooms encourage social interaction for cooperative learning, peer teaching, and emotional development.",Principal,Mr.Alexander Phillips,Assistant Principal,Annette D. Dowd,2022 W WASHINGTON BLVD,Chicago,Illinois,60612,7735347685,7735347933,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610405,NA,NA,NA,NA,NA,N,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",414,209,48,16,230,64,76,18,3,0,0,15,2,6,There are 414 students enrolled at SUDER.  50.5% are Low Income Students.  11.6% are Diverse Learners.  3.9% are Limited English Learners.,The largest demographic at SUDER is Black.  This demographic makes up 55.6% of the student population.  The second greatest demographic is White at 18.4%.,Generally accessible,N,Full Day,Full Day,9:00 AM-4:00 PM,NA,4:00-6:00pm Right at School Programs/ Aftercare,7:30-8:50am Right at School Before school care,NA,NA,NA,N,NA,NA,NA,NA,NA,"20, 50","Blue, Green, Orange, Pink",NA,41.883215,-87.677636,NA,18.4,NA,57.9,NA,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 W WASHINGTON BLVD
Chicago, Illinois 60612
(41.883215, -87.677636)"
609679,1070,53041,PROSSER HS,Charles Allen Prosser Career Academy High School,Career academy,HS,Y,N,N,N,"Prosser Career Academy has a track record of providing exceptional CTE and IB programs. We offer the IBDP as well as the IBCP programs, programs that emphasize creativity and critical thinking for all of its students. Our CTE programs offer numerous opportunities to earn certifications. Prosser also provides services for our deaf and hard of hearing students in all settings.",Principal,Mr.Mark Schall,Assistant Principal,Mr. Alfonso Tapia,2148 N LONG AVE,Chicago,Illinois,60639,7735343200,7735343382,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609679,http://www.prosseracademy.org,NA,NA,NA,NA,N,"9,10,11,12",9-12,1398,1316,181,82,252,1101,27,7,7,0,0,3,1,0,There are 1398 students enrolled at PROSSER HS.  94.1% are Low Income Students.  12.9% are Diverse Learners.  5.9% are Limited English Learners.,The largest demographic at PROSSER HS is Hispanic.  This demographic makes up 78.8% of the student population.  The second greatest demographic is Black at 18%.,Generally accessible,N,NA,NA,8:45  AM - 3:53  PM,8:45 a.m. - 3:53 p.m.,3:53 PM - 6:30 PM,7:30 am,"American Sign Language, French, Spanish, Spanish for Heritage Speakers",Y,N,Y,NA,NA,Y,Y,NA,"65, 74, 85",NA,Milwaukee District West (MD-W),41.920059,-87.761048,18.1,18.4,66.4,57.9,88.2,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Students receive a college-preparatory curriculum and a career-focused education in different fields.,School Year 2016-2017,Assistant Principal,Mr. Martin Walsh,Assistant Principal,Dr. Kimberly Watson,Freshmen Administrator,Molly Lahart,Teaching and Learning Specialist,Sandra Shimon,Technology Coordinator,Sebastian Sieczkowski,"2148 N LONG AVE
Chicago, Illinois 60639
(41.920059, -87.761048)"
610037,4470,24171,LIBBY,Arthur A Libby Elementary School,Neighborhood,ES,N,Y,Y,N,"Libby Elementary & Middle School is a well-rounded, child-focused school on the South Side of Chicago. We have extensive athletic programs, a nationally recognized middle school program, and an outstanding elementary school program. We are a community school with the YMCA, offering numerous of opportunities for our children before, after and throughout the school day.  Libby takes a strong stance on student growth in self-discipline, decision making and the arts, all in focus on developing well-rounded children, growing into caring and contributing young adults.    Principal will open slots to parents outside the attendance area, whose children have, great attendance, solid academic performance and a desire to contribute positively to Libby Elementary & Middle School.  Slots will be determined available after short application is filled out, interview with principal and decision made by the ILT team.   Please reach out to the main office if you are interested in meeting with the principal and joining the Libby Elementary & Middle School family. ",Principal,Rochonda Knox,Assistant Principal,Tamesha Carter,5300 S LOOMIS BLVD,Chicago,Illinois,60609,7735359050,7735359383,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610037,http://www.libby.cps.edu,NA,NA,NA,NA,Y,"K,1,2,3,4,5,6,7,8",K-8,351,315,72,64,244,104,0,0,0,0,0,3,0,0,There are 351 students enrolled at LIBBY.  89.7% are Low Income Students.  20.5% are Diverse Learners.  18.2% are Limited English Learners.,The largest demographic at LIBBY is Black.  This demographic makes up 69.5% of the student population.  The second greatest demographic is Hispanic at 29.6%.,No/unknown accessibility,Y,NA,Full Day,9:00  AM - 4:00  PM,NA,Must Apply Through YMCA,8:40 AM,NA,Y,NA,Y,NA,NA,Y,NA,NA,"9, 55","Green, Orange, Red",NA,41.797685,-87.659933,NA,18.4,NA,57.9,NA,73.5,Level 1,Provisional Support,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Counselor,Ms. Ingrid M. Smith,NA,NA,NA,NA,NA,NA,NA,NA,"5300 S LOOMIS BLVD
Chicago, Illinois 60609
(41.797685, -87.659933)"
610367,8050,26631,DEPRIEST,Oscar DePriest Elementary School,Neighborhood,ES,N,Y,Y,Y,"At Oscar DePriest Elementary School we focus on providing strong instructional programs, a student-centered learning environment, and high-quality teaching. We offer special education programs for qualified students serving students with varying disabilities including autism. Our school has labs for science, music, art and computer, offering Internet access in every classroom.  Our Mission: We are a school community that envisions a climate that promotes global awareness, international thinking, and the utmost appreciation for learning. We strive to develop caring individuals that will be reflective and inquisitive. ",Principal,Minnie Lee Watson,Assistant Principal,Victoria R. Perry,139 S PARKSIDE AVE,Chicago,Illinois,60644,7735346800,7735346799,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610367,http://www.depriestschool.org,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",547,494,108,9,518,23,0,0,0,0,0,5,1,0,There are 547 students enrolled at DEPRIEST.  90.3% are Low Income Students.  19.7% are Diverse Learners.  1.6% are Limited English Learners.,The largest demographic at DEPRIEST is Black.  This demographic makes up 94.7% of the student population.  The second greatest demographic is Hispanic at 4.2%.,Fully Accessible,N,Full Day,Full Day,07:30 AM-02:30 PM,NA,2:30 PM - 4:45 PM,7:20 AM,Spanish,Y,NA,Y,NA,Y,Y,NA,Y,"20, 85, 91, 126","Blue, Green",NA,41.877979,-87.766298,NA,18.4,NA,57.9,NA,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Assistant Principal,Latasha M. Geverola,Professional School Counselor,Tamara L. Anderson,Case Manager,Angela B. Patterson,NA,NA,NA,NA,"139 S PARKSIDE AVE
Chicago, Illinois 60644
(41.877979, -87.766298)"
610174,5910,25361,SHIELDS,James Shields Elementary School,Neighborhood,ES,N,N,Y,Y,"Shields supports meaningful and engaged learning for all students. Shields strives to provide each child with a rigorous, differentiated academic experience while also addressing the Social/Emotional needs of our students. Programs such as Think Through Math and Compass Learning provide students with adaptive learning experiences through technology. Shields partners with the University of Illlinois, Brighton Park Neighborhood Council, and Hubbard Street Dance to provide after school and enrichment programs for all students. The school has expanded it's Art curriculum to offer visual arts, music and drama to our student body ",Principal,Michael Thomas Pacourek,Assistant Principal,Marian Santor,4250 S ROCKWELL ST,Chicago,Illinois,60632,7735357285,7735356829,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610174,http://shields.cps.edu,NA,NA,NA,NA,Y,"PK,K,1,2,3,4","PK,K-4",837,721,75,333,6,809,18,2,0,0,0,2,0,0,There are 837 students enrolled at SHIELDS.  86.1% are Low Income Students.  9% are Diverse Learners.  39.8% are Limited English Learners.,The largest demographic at SHIELDS is Hispanic.  This demographic makes up 96.7% of the student population.  The second greatest demographic is White at 2.2%.,No/unknown accessibility,Y,Half Day,Full Day,08:00 AM - 03:00 PM,NA,Special Offerings,7:45 AM,Spanish,Y,NA,Y,NA,NA,NA,NA,NA,"49, 94",NA,NA,41.815909,-87.689647,NA,18.4,NA,57.9,NA,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4250 S ROCKWELL ST
Chicago, Illinois 60632
(41.815909, -87.689647)"
610499,1045,49131,COLLINS HS,Collins Academy High School,Small,HS,Y,N,N,N,"The Collins Academy High School family develops “doers” – life-long Warriors – who empower and contribute to their communities.  As the hub of the North Lawndale community, we commit to the growth and success of all our students by providing: rigorous educational opportunities that incorporate social-emotional supports; integrated athletic, artistic, and technological experiences; and early college and career exposure to prepare students to think globally, serve locally.",Principal,Mrs.LeKenya Sanders-Sharpe,Assistant Principal,Mr. Thuet,1313 S SACRAMENTO DR,Chicago,Illinois,60623,7735341840,7735426471,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610499,http://auslchicago.org/schools/pages/collins,https://www.facebook.com/AUSLChicago,https://twitter.com/AUSLChicago,NA,NA,N,"9,10,11,12",9-12,256,255,59,1,251,4,0,0,0,0,0,0,1,0,There are 256 students enrolled at COLLINS HS.  99.6% are Low Income Students.  23% are Diverse Learners.  0.4% are Limited English Learners.,The largest demographic at COLLINS HS is Black.  This demographic makes up 98% of the student population.  The second greatest demographic is Hispanic at 1.6%.,Generally accessible,Y,NA,NA,08:00 AM - 03:15 PM,08:00 AM - 03:15PM,3:20-7:00pm,07:30 AM,Spanish,N,N,Y,NA,NA,NA,NA,NA,"12, 18, 52",NA,NA,41.864149,-87.702042,14.7,18.4,41.2,57.9,58.9,73.5,Level 3,Intensive Support,"This school received a Level 3 rating, which is the lowest rating of academic performance at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2016-2017,Academic Director,Mr. Leonard,Counselor-Admissions,Mrs. Castelaz,NA,NA,NA,NA,NA,NA,"1313 S SACRAMENTO DR
Chicago, Illinois 60623
(41.864149, -87.702042)"
400061,1961,66052,PERSPECTIVES - LEADERSHIP HS,Perspectives - Leadership Academy,Charter,HS,Y,Y,Y,N,Perspectives Leadership Academy fosters reflective and ethical leaders through a social entrepreneurship curriculum and partnerships with Ernst & Young LLC and Northwestern University’s School of Business.,Director,Mr. Eron Powell,Middle School Principal,Victoria Jackson,8131 S MAY ST,Chicago,Illinois,60620,7733586100,7733586199,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400061,http://www.pcsedu.org,https://www.facebook.com/perspectivescs,https://twitter.com/pcsedu,NA,NA,N,"6,7,8,9,10,11,12",6-12,428,406,76,0,417,5,0,0,0,0,0,3,1,2,There are 428 students enrolled at PERSPECTIVES - LEADERSHIP HS.  94.9% are Low Income Students.  17.8% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at PERSPECTIVES - LEADERSHIP HS is Black.  This demographic makes up 97.4% of the student population.  The second greatest demographic is Other at 1.4%.,Generally accessible,Y,NA,NA,8:00 AM-3:20 PM,8:00 AM - 3:20 PM,3:30 PM - 5:00 PM,NA,Spanish,N,N,Y,NA,NA,NA,NA,NA,"44, 75",Red,NA,41.745961,-87.652045,16.8,18.4,53.2,57.9,75.2,73.5,Level 1,Not Applicable,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,Assistant Principal,Jessica Eggert,NA,NA,NA,NA,NA,NA,NA,NA,"8131 S MAY ST
Chicago, Illinois 60620
(41.745961, -87.652045)"
609926,3420,29081,FRANKLIN,Franklin Elementary Fine Arts Center,Magnet,ES,N,Y,Y,N,"Franklin Fine Arts Center is dedicated to encouraging and fostering academic and artistic excellence for all students. Instruction is offered in music, dance, art, drama and piano. Accelerated math is offered. Franklin’s facilities include a computer lab and Internet connections in every classroom. Creativity and good citizenship are emphasized.",Principal,Kurt Douglas Jones,Assistant Principal,Rebecca Barrera,225 W EVERGREEN AVE,Chicago,Illinois,60610,7735348510,7735348022,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609926,http://www.franklinfineartscenter.org,NA,NA,NA,NA,N,"K,1,2,3,4,5,6,7,8",K-8,370,154,40,15,148,69,110,30,1,0,0,12,0,0,There are 370 students enrolled at FRANKLIN.  41.6% are Low Income Students.  10.8% are Diverse Learners.  4.1% are Limited English Learners.,The largest demographic at FRANKLIN is Black.  This demographic makes up 40% of the student population.  The second greatest demographic is White at 29.7%.,Generally accessible,N,NA,Full Day,8:15-3:15,NA,3:15 - 6:00 P.M.,8:00 A.M.,NA,NA,NA,N,NA,NA,NA,NA,NA,"11, 156","Brown, Purple",NA,41.9066,-87.635513,NA,18.4,NA,57.9,NA,73.5,Level 1,Good Standing,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"225 W EVERGREEN AVE
Chicago, Illinois 60610
(41.9066, -87.635513)"
610237,6540,25931,BEETHOVEN,Ludwig Van Beethoven Elementary School,Neighborhood,ES,N,Y,Y,Y,"Beethoven Elementary School services the students in the south part of the Bronzeville community from Grades PreK through 8. Our facility includes computer labs, a math lab, a science lab, a mobile computer research lab and algebra classes that score high within CPS. Beethoven’s other services include an on-site health clinic, before- and after-school care partner, and high school and college preparatory opportunities.",Principal,Mellodie L Brown,Assistant Principal,Mrs. LaVerne Wright,25 W 47TH ST,Chicago,Illinois,60609,7735351480,7735351478,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610237,http://beethovenschool.weebly.com/,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",388,337,47,4,374,9,2,0,1,0,0,1,1,0,There are 388 students enrolled at BEETHOVEN.  86.9% are Low Income Students.  12.1% are Diverse Learners.  1% are Limited English Learners.,The largest demographic at BEETHOVEN is Black.  This demographic makes up 96.4% of the student population.  The second greatest demographic is Hispanic at 2.3%.,Generally accessible,Y,Full Day,Full Day,8:45 AM - 3:45 PM,NA,3:45 PM -5:30 PM,8:35 AM,NA,Y,NA,Y,NA,Y,NA,NA,NA,47,Red,NA,41.809135,-87.627137,NA,18.4,NA,57.9,NA,73.5,Level 2,Intensive Support,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Counselor,Mrs. LaQuan Brown-Outten,Dean,Ms. Devona Hazelwood,NA,NA,NA,NA,NA,NA,"25 W 47TH ST
Chicago, Illinois 60609
(41.809135, -87.627137)"
610139,5530,25041,PULLMAN,George M Pullman Elementary School,Neighborhood,ES,N,Y,Y,Y,"At Pullman School, a Standard of Excellence is Promoted. We offer students a challenging, standards-based curriculum and transitional bilingual support. Partnerships include BlackStar-Parent University/Student Motivation, Metropolitan Family Services, 21st Century Community Schools Program, Human Resource Development Institute, and Collaborations with the Field Museum.",Principal,Donnell L Rader,Technology Coordinator/Physical Ed. Teacher,Janine Douglas,11311 S FORRESTVILLE AVE,Chicago,Illinois,60628,7735355395,7735355393,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610139,http://www.pullmanschool.org/,NA,NA,NA,NA,Y,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",387,327,41,12,315,66,3,0,0,0,0,3,0,0,There are 387 students enrolled at PULLMAN.  84.5% are Low Income Students.  10.6% are Diverse Learners.  3.1% are Limited English Learners.,The largest demographic at PULLMAN is Black.  This demographic makes up 81.4% of the student population.  The second greatest demographic is Hispanic at 17.1%.,No/unknown accessibility,Y,Half Day,Full Day,8:45 am-3:45 pm,NA,3:45 PM - 6:00 PM,8:30,NA,Y,NA,Y,NA,NA,NA,NA,NA,"115, 111A",Orange,Metra Electric District (ME),41.688819,-87.609431,NA,18.4,NA,57.9,NA,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11311 S FORRESTVILLE AVE
Chicago, Illinois 60628
(41.688819, -87.609431)"
